YEAR,EW,MONTH,DAY,WKDATE,PROVINCE,STATION,TEMP_AVG,DTR_AVG,DTR_MAX,DTR_MIN,TEMP_MAX,TEMP_MAX_AVG,TEMP_MIN,TEMP_MIN_AVG,PRECIP_AVG,PRECIP_TOTAL,RH_AVG,RH_MAX,RH_MIN,RH_RANGE
2015,5,2,1,1-Feb-15,Samana,Samana,25.69285714,6.9,8.5,6,30,29.14285714,21.5,22.24285714,1.65,9.9,82.8,87.6,77.8,9.8
2015,5,2,1,1-Feb-15,San Cristobal,Loyola,25.07142857,8,9.5,6.4,30.1,29.07142857,20.4,21.07142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,5,2,1,1-Feb-15,Santiago,Santiago,24.4,10.05714286,12.8,6,32.3,29.42857143,18.4,19.37142857,0.385714286,2.7,81,91.6,77.8,13.8
2015,5,2,1,1-Feb-15,Santo Domingo,Santo Domingo,25.97142857,7.485714286,9.3,6.2,31,29.71428571,20.8,22.22857143,3.2,22.4,87.05714286,96.9,83.2,13.7
2015,6,2,8,8-Feb-15,Barahona,Barahona,24.52857143,9.2,12.5,2.9,31.5,29.12857143,19,19.92857143,7.45,29.8,74.71428571,83.4,68,15.4
2015,6,2,8,8-Feb-15,La Altagracia,Punta Cana,25.54285714,7.142857143,9.8,3.8,31.8,29.11428571,19.4,21.97142857,45.43333333,272.6,82.02857143,94.4,73.8,20.6
2015,6,2,8,8-Feb-15,La Romana,La Romana,25.14285714,9.4,12.5,6.5,31,29.84285714,18,20.44285714,2.428571429,17,83.51428571,92.3,76.5,15.8
2015,6,2,8,8-Feb-15,La Vega,Constanza,19.02857143,11.28571429,12.5,9.9,25.8,24.67142857,12,13.38571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,6,2,8,8-Feb-15,La Vega,La Vega,24.67857143,9.357142857,10,8.5,31.5,29.35714286,18.5,20,NaN,NaN,NaN,NaN,NaN,NaN
2015,6,2,8,8-Feb-15,Monte Cristi,Monte Cristi,24.76428571,9.1,11,6.4,30.8,29.31428571,19.4,20.21428571,2.75,16.5,70.12857143,73.6,65,8.6
2015,6,2,8,8-Feb-15,Puerto Plata,La Union,24.52857143,9.228571429,10.8,6.7,30.7,29.14285714,18.7,19.91428571,3.128571429,21.9,86.22857143,98.6,75.5,23.1
2015,6,2,8,8-Feb-15,Samana,Samana,25.6,6.428571429,7,5,30.5,28.81428571,20.5,22.38571429,2.314285714,16.2,80.67142857,86.6,76.2,10.4
2015,6,2,8,8-Feb-15,San Cristobal,Loyola,25.41428571,8,9.9,6.9,31.3,29.41428571,19.5,21.41428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,6,2,8,8-Feb-15,Santiago,Santiago,24.62142857,10.04285714,12.1,8.2,31.7,29.64285714,17.4,19.6,0,0,78.62857143,81.7,74.3,7.4
2015,6,2,8,8-Feb-15,Santo Domingo,Santo Domingo,26.64285714,7.285714286,8.8,5.8,31.8,30.28571429,22,23,0.683333333,4.1,84.02857143,92.2,78.1,14.1
2015,7,2,15,15-Feb-15,Barahona,Barahona,25.85714286,10.2,11.6,9.4,32,30.95714286,20,20.75714286,1.842857143,12.9,72.14285714,75.4,69,6.4
2015,7,2,15,15-Feb-15,La Altagracia,Punta Cana,25.43571429,6.928571429,9.6,4.6,29.8,28.9,19.6,21.97142857,0.583333333,3.5,80.34285714,87.9,66.1,21.8
2015,7,2,15,15-Feb-15,La Romana,La Romana,24.92857143,10.54285714,11.5,10,31,30.2,19,19.65714286,0.214285714,1.5,80.27142857,84.5,72.8,11.7
2015,7,2,15,15-Feb-15,La Vega,Constanza,17.95714286,9.857142857,15.9,2.7,26.9,22.88571429,10,13.02857143,NaN,NaN,NaN,NaN,NaN,NaN
2015,7,2,15,15-Feb-15,La Vega,La Vega,24.28571429,9.571428571,12,4,32,29.07142857,17.5,19.5,NaN,NaN,NaN,NaN,NaN,NaN
2015,7,2,15,15-Feb-15,Monte Cristi,Monte Cristi,24.76428571,8.128571429,11.9,4,30.9,28.82857143,18.8,20.7,1.114285714,7.8,73.37142857,85,64,21
2015,7,2,15,15-Feb-15,Puerto Plata,La Union,24.24285714,9.142857143,11.8,5,31.5,28.81428571,18.5,19.67142857,12,84,86.38571429,90.6,81.6,9
2015,7,2,15,15-Feb-15,Samana,Samana,26.05,5.757142857,8,3,30,28.92857143,22,23.17142857,24.58333333,147.5,85.54285714,98,77,21
2015,7,2,15,15-Feb-15,San Cristobal,Loyola,NaN,NaN,10.9,6.7,30.7,NaN,19.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2015,7,2,15,15-Feb-15,Santiago,Santiago,24.50714286,9.071428571,12.4,6.2,32.4,29.04285714,19.2,19.97142857,6.228571429,43.6,82.51428571,95.2,76.6,18.6
2015,7,2,15,15-Feb-15,Santo Domingo,Santo Domingo,26.59285714,8.385714286,9.8,7.2,31.6,30.78571429,21.8,22.4,18.48,92.4,83.97142857,88.1,78.8,9.3
2015,8,2,22,22-Feb-15,Barahona,Barahona,25.70714286,9.214285714,10.5,7.9,31.2,30.31428571,20,21.1,0.214285714,1.5,71.74285714,79.8,66,13.8
2015,8,2,22,22-Feb-15,La Altagracia,Punta Cana,26.02142857,6.985714286,9.8,4.4,30,29.51428571,20.2,22.52857143,2.34,11.7,77.02857143,80,72.5,7.5
2015,8,2,22,22-Feb-15,La Romana,La Romana,25.59285714,11.27142857,13,8.8,32.5,31.22857143,18,19.95714286,0,0,77.04285714,81.8,71.8,10
2015,8,2,22,22-Feb-15,La Vega,Constanza,17.89285714,12.52857143,15.8,8.7,25.5,24.15714286,8.1,11.62857143,NaN,NaN,NaN,NaN,NaN,NaN
2015,8,2,22,22-Feb-15,La Vega,La Vega,25.07142857,9.857142857,11.5,8.5,31,30,18.5,20.14285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,8,2,22,22-Feb-15,Monte Cristi,Monte Cristi,25.59285714,10.35714286,11.3,9.9,31.8,30.77142857,19.5,20.41428571,2.614285714,18.3,69.07142857,73.2,64.8,8.4
2015,8,2,22,22-Feb-15,Puerto Plata,La Union,24.97142857,11.14285714,12.9,9,32.2,30.54285714,18.2,19.4,1.628571429,11.4,83.4,87.8,79.3,8.5
2015,8,2,22,22-Feb-15,Samana,Samana,26.5,7.714285714,9,6.5,31.5,30.35714286,21.5,22.64285714,2.2,15.4,83.54285714,88,78.8,9.2
2015,8,2,22,22-Feb-15,San Cristobal,Loyola,25.47857143,8.014285714,10.3,6.3,30.2,29.48571429,19.5,21.47142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,8,2,22,22-Feb-15,Santiago,Santiago,24.65,11.38571429,12.6,10,31,30.34285714,17.6,18.95714286,0.583333333,3.5,79.87142857,81.2,78.5,2.7
2015,8,2,22,22-Feb-15,Santo Domingo,Santo Domingo,26.56428571,7.957142857,9.6,6.3,32,30.54285714,22,22.58571429,1.742857143,12.2,90.44285714,98.2,87.3,10.9
2015,9,3,1,1-Mar-15,Barahona,Barahona,25.72857143,10.28571429,13,8,32,30.87142857,19,20.58571429,0,0,65.68571429,70.4,63.4,7
2015,9,3,1,1-Mar-15,La Altagracia,Punta Cana,26.11428571,6.285714286,7.8,5.4,29.6,29.25714286,21.8,22.97142857,1.3,7.8,76.08571429,89.5,67.9,21.6
2015,9,3,1,1-Mar-15,La Romana,La Romana,25.07857143,12.1,13.3,11.4,33,31.12857143,18,19.02857143,0.771428571,5.4,76.58571429,82,69.1,12.9
2015,9,3,1,1-Mar-15,La Vega,Constanza,17.37142857,10.4,13.7,6.8,24.1,22.57142857,9.7,12.17142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,9,3,1,1-Mar-15,La Vega,La Vega,24.32142857,8.642857143,11,6,31,28.64285714,19,20,NaN,NaN,NaN,NaN,NaN,NaN
2015,9,3,1,1-Mar-15,Monte Cristi,Monte Cristi,26.06428571,10.41428571,13.2,8.6,33.4,31.27142857,19.4,20.85714286,0,0,65.68571429,68.6,60,8.6
2015,9,3,1,1-Mar-15,Puerto Plata,La Union,NaN,NaN,10,8.5,30.5,29.4,19.6,NaN,3.157142857,22.1,83.22857143,86.3,79.9,6.4
2015,9,3,1,1-Mar-15,Samana,Samana,25.32142857,7.985714286,9,7,30,29.31428571,20.5,21.32857143,2.257142857,15.8,83.34285714,89.4,76.8,12.6
2015,9,3,1,1-Mar-15,San Cristobal,Loyola,25.85,8.785714286,10.3,7.3,31.7,30.24285714,20.7,21.45714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,9,3,1,1-Mar-15,Santiago,Santiago,23.78571429,9.514285714,10.5,8.5,29.8,28.54285714,17.6,19.02857143,4.257142857,29.8,83.64285714,91.7,79,12.7
2015,9,3,1,1-Mar-15,Santo Domingo,Santo Domingo,26.58571429,9.142857143,9.6,8.5,32,31.15714286,21.4,22.01428571,1.34,6.7,89.12857143,91.8,86,5.8
2015,10,3,8,8-Mar-15,Barahona,Barahona,26.39285714,8.842857143,11.2,6,31.5,30.81428571,20,21.97142857,0,0,66.68571429,69.4,63.2,6.2
2015,10,3,8,8-Mar-15,La Altagracia,Punta Cana,26.27857143,6.614285714,8.2,4.7,29.8,29.58571429,21,22.97142857,0.885714286,6.2,73.91428571,76.8,71,5.8
2015,10,3,8,8-Mar-15,La Romana,La Romana,25.33571429,12.38571429,15.2,11,34,31.52857143,18,19.14285714,0.8,4.8,77.31428571,84.3,71.1,13.2
2015,10,3,8,8-Mar-15,La Vega,Constanza,17.49285714,10.64285714,14.2,6.6,24.2,22.81428571,8.2,12.17142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,10,3,8,8-Mar-15,La Vega,La Vega,24.28571429,9,10,7.5,30,28.78571429,17,19.78571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,10,3,8,8-Mar-15,Monte Cristi,Monte Cristi,25.52142857,10.15714286,11.4,9,31.5,30.6,19.2,20.44285714,0.383333333,2.3,65.41428571,68.9,61.2,7.7
2015,10,3,8,8-Mar-15,Puerto Plata,La Union,24.89285714,7.957142857,9.4,6.7,30,28.87142857,19.6,20.91428571,4.814285714,33.7,83.57142857,85.6,78.6,7
2015,10,3,8,8-Mar-15,Samana,Samana,25.87857143,7.528571429,8.3,6.5,30,29.64285714,21.2,22.11428571,6.342857143,44.4,85.11428571,92.2,78,14.2
2015,10,3,8,8-Mar-15,San Cristobal,Loyola,26.42857143,8.2,8.6,7.4,31.2,30.52857143,21.4,22.32857143,NaN,NaN,NaN,NaN,NaN,NaN
2015,10,3,8,8-Mar-15,Santiago,Santiago,23.67142857,10.6,12.2,8.3,29.7,28.97142857,16.4,18.37142857,3.371428571,23.6,83.7,87.5,77.3,10.2
2015,10,3,8,8-Mar-15,Santo Domingo,Santo Domingo,26.77857143,8.3,9.4,6.7,32.2,30.92857143,22,22.62857143,2.583333333,15.5,84.04285714,87.1,79.7,7.4
2015,11,3,15,15-Mar-15,Barahona,Barahona,26.68571429,8.914285714,10.5,7.5,32,31.14285714,21,22.22857143,2.885714286,20.2,64.2,68.6,59.2,9.4
2015,11,3,15,15-Mar-15,La Altagracia,Punta Cana,25.68571429,7.514285714,10.2,5.2,29.8,29.44285714,18.8,21.92857143,0.642857143,4.5,75.02857143,78.8,71.4,7.4
2015,11,3,15,15-Mar-15,La Romana,La Romana,25.17142857,13.54285714,15.8,12.7,34,31.94285714,17.5,18.4,0,0,75.62857143,80.8,70.5,10.3
2015,11,3,15,15-Mar-15,La Vega,Constanza,18.8,12.88571429,15.3,10.7,26.1,25.24285714,9.6,12.35714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,11,3,15,15-Mar-15,La Vega,La Vega,25.03571429,9.928571429,11.5,6.5,31.5,30,19,20.07142857,NaN,NaN,NaN,NaN,NaN,NaN
2015,11,3,15,15-Mar-15,Monte Cristi,Monte Cristi,25.44285714,9.885714286,11.9,9.2,31.3,30.38571429,19.4,20.5,0,0,69.4,72.2,65.8,6.4
2015,11,3,15,15-Mar-15,Puerto Plata,La Union,24.87857143,10.35714286,11.2,9.6,30.6,30.05714286,18.8,19.7,0.728571429,5.1,82.71428571,87.3,79.1,8.2
2015,11,3,15,15-Mar-15,Samana,Samana,25.70714286,8.814285714,9.5,7.8,30.5,30.11428571,20.5,21.3,2.671428571,18.7,80.91428571,84.4,78,6.4
2015,11,3,15,15-Mar-15,San Cristobal,Loyola,25.47142857,9.771428571,11.1,6.1,32.2,30.35714286,19.1,20.58571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,11,3,15,15-Mar-15,Santiago,Santiago,24.37857143,12.55714286,13.8,10.5,31.5,30.65714286,16.6,18.1,0.942857143,6.6,79.57142857,86.6,75.1,11.5
2015,11,3,15,15-Mar-15,Santo Domingo,Santo Domingo,26.85,8.957142857,10.4,7.1,32.5,31.32857143,22,22.37142857,0,0,84.95714286,93.5,80,13.5
2015,12,3,22,22-Mar-15,Barahona,Barahona,26.35,8.614285714,10,7,31.5,30.65714286,21,22.04285714,0.257142857,1.8,70.2,75.2,64.8,10.4
2015,12,3,22,22-Mar-15,La Altagracia,Punta Cana,26.08571429,7.485714286,9.9,4.8,30.6,29.82857143,19.6,22.34285714,0,0,76.75714286,82.8,71.4,11.4
2015,12,3,22,22-Mar-15,La Romana,La Romana,25.11428571,13.08571429,15,11,32.7,31.65714286,17,18.57142857,0.728571429,5.1,77.21428571,86.1,67.5,18.6
2015,12,3,22,22-Mar-15,La Vega,Constanza,19.60714286,12.01428571,16.9,8.1,26.7,25.61428571,9.7,13.6,NaN,NaN,NaN,NaN,NaN,NaN
2015,12,3,22,22-Mar-15,La Vega,La Vega,26.05,10.18571429,11.3,9,32,31.14285714,20,20.95714286,NaN,NaN,NaN,NaN,NaN,NaN
2015,12,3,22,22-Mar-15,Monte Cristi,Monte Cristi,26.71428571,9.885714286,11.3,8.7,32.6,31.65714286,20.4,21.77142857,0,0,66.71428571,69.4,64.6,4.8
2015,12,3,22,22-Mar-15,Puerto Plata,La Union,25.10714286,9.1,13.1,-0.4,33.6,29.65714286,19.2,20.55714286,0.071428571,0.5,81.5,85.6,73.3,12.3
2015,12,3,22,22-Mar-15,Samana,Samana,26.77857143,8.442857143,9.5,6.1,31.5,31,20.5,22.55714286,0.114285714,0.8,81.11428571,88.6,77.2,11.4
2015,12,3,22,22-Mar-15,San Cristobal,Loyola,26.37142857,8.771428571,9.9,7.8,31.5,30.75714286,21.5,21.98571429,NaN,NaN,NaN,NaN,NaN,NaN
2015,12,3,22,22-Mar-15,Santiago,Santiago,25.65714286,11.6,12.6,10,32,31.45714286,19.2,19.85714286,1.916666667,11.5,77.1,81.6,72,9.6
2015,12,3,22,22-Mar-15,Santo Domingo,Santo Domingo,27.45714286,8.657142857,9.8,7.2,33,31.78571429,22.5,23.12857143,0.466666667,2.8,83,86.1,80,6.1
2015,13,3,29,29-Mar-15,Barahona,Barahona,26.61428571,9.428571429,10.8,7.5,32,31.32857143,21,21.9,0.414285714,2.9,64,69,56.8,12.2
2015,13,3,29,29-Mar-15,La Altagracia,Punta Cana,26,8,10,6,30.2,30,20.2,22,2.042857143,14.3,72.85714286,79.9,66.3,13.6
2015,13,3,29,29-Mar-15,La Romana,La Romana,25.62142857,12.55714286,13.4,11,32.5,31.9,18.2,19.34285714,0.8,5.6,71.98571429,77.5,67.5,10
2015,13,3,29,29-Mar-15,La Vega,Constanza,18.63571429,11.24285714,14.2,8.4,26.4,24.25714286,11.6,13.01428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,13,3,29,29-Mar-15,La Vega,La Vega,25.57142857,10.85714286,14,9.5,34,31,19,20.14285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,13,3,29,29-Mar-15,Monte Cristi,Monte Cristi,25.45,8.471428571,10.3,4.6,31.5,29.68571429,20.5,21.21428571,1.942857143,13.6,72.94285714,83.6,61.6,22
2015,13,3,29,29-Mar-15,Puerto Plata,La Union,24.69285714,9.614285714,13.5,5.5,32.5,29.5,19,19.88571429,7.042857143,49.3,83.48571429,92.5,80.1,12.4
2015,13,3,29,29-Mar-15,Samana,Samana,25.81428571,8.428571429,9.5,7,31.5,30.02857143,20.5,21.6,6.166666667,37,84.37142857,94.6,75.2,19.4
2015,13,3,29,29-Mar-15,San Cristobal,Loyola,25.82857143,8.771428571,10.1,7.5,31.1,30.21428571,19.6,21.44285714,NaN,NaN,NaN,NaN,NaN,NaN
2015,13,3,29,29-Mar-15,Santiago,Santiago,24.34285714,10.77142857,12.2,8.3,32.2,29.72857143,18.5,18.95714286,1.085714286,7.6,79.32857143,86.5,72.7,13.8
2015,13,3,29,29-Mar-15,Santo Domingo,Santo Domingo,26.72857143,8.085714286,9.6,6.2,32,30.77142857,21.4,22.68571429,3.333333333,20,85.87142857,91,83.6,7.4
2015,14,4,5,5-Apr-15,Barahona,Barahona,27.13571429,9.414285714,11.2,7,32,31.84285714,20.8,22.42857143,0.028571429,0.2,66.2,68.8,63.8,5
2015,14,4,5,5-Apr-15,La Altagracia,Punta Cana,27.05714286,6.285714286,7.2,5.5,30.5,30.2,23,23.91428571,0.48,2.4,73.22857143,78,70,8
2015,14,4,5,5-Apr-15,La Romana,La Romana,25.80714286,12.47142857,13.4,11,32.5,32.04285714,18.6,19.57142857,1.3,9.1,72.74285714,78.7,64,14.7
2015,14,4,5,5-Apr-15,La Vega,Constanza,19.64285714,10.45714286,12.6,8.3,25.6,24.87142857,12.6,14.41428571,NaN,NaN,NaN,NaN,NaN,NaN
2015,14,4,5,5-Apr-15,La Vega,La Vega,25.77142857,10.88571429,13.5,9,33,31.21428571,19.5,20.32857143,NaN,NaN,NaN,NaN,NaN,NaN
2015,14,4,5,5-Apr-15,Monte Cristi,Monte Cristi,26.32142857,10.7,11.5,10,32.6,31.67142857,20,20.97142857,0,0,64.88571429,68.8,62,6.8
2015,14,4,5,5-Apr-15,Puerto Plata,La Union,25.13571429,8.957142857,9.5,8.3,30.2,29.61428571,20,20.65714286,3.085714286,21.6,83.58571429,86.4,79.8,6.6
2015,14,4,5,5-Apr-15,Samana,Samana,26.62857143,7.742857143,9,7,31.5,30.5,22.2,22.75714286,15.75714286,110.3,86.37142857,94.8,77.8,17
